segment_id,road_name,road_type,risk_category,road_risk_score,ai_risk_label,ai_risk_probability,prob_low_risk,prob_medium_risk,prob_high_risk,prob_critical_risk,ai_recommended_speed,recommended_safe_speed,road_function_score,infrastructure_score,exposure_score,human_tolerance_limit,operating_speed_score,crash_risk_score,start_km,end_km,start_lat,start_lon,end_lat,end_lon,geometry,posted_speed_limit,pedestrian_exposure_score,blackspot_flag,crash_count,fatal_crashes,schools_count,lighting_quality,roadside_hazards,intersection_density,speed_compliance_rate,speed_violation_score,hotspot_score,hotspot_category,human_segment_id,internal_id,speed_safety_score,original_safe_speed,misalignment_score,misalignment_category,speed_p85,ptw_share_pct,exposure_tier,urban_rural_flag,lane_count,median_presence,land_use_type,top_ai_factors,corridor_base,corridor_seq,congestion_index,congestion_category,congestion_smoothed,operating_speed_mean
915,Local Rd Zone2-915,Local,Aligned,10,Aligned,0.9922402974896748,0.9922402974896748,0.0072056268211893515,0.0005515827025429216,2.4929865928372046e-06,25,25,35.5,0.0,19.5,50,84.3,0,0.0,0.298,13.001672875857254,77.46625471755708,12.999869396254066,77.46422453467358,"LINESTRING(77.466255 13.001673, 77.464225 12.999869)",30,7.7,No,0,0,0,Good,Medium,3.6,1.0,0.0,24.7,Safe,SEG-00915,SEG_000000915,68.2,25,19.7,Aligned,24.6,51.9,Side Impact Potential,Peri-Urban,1,True,Residential,Poor Infrastructure,Local Rd Zone2-915,0,0.144,Light,False,19.5
916,Local Rd Zone2-916,Local,Aligned,10,Aligned,0.986703841957686,0.986703841957686,0.012736244273229343,0.0005541860096702891,5.727759414158332e-06,18,18,27.5,28.2,23.9,50,91.7,0,0.298,0.515,12.999869396254066,77.46422453467358,12.998211945596733,77.46316523513636,"LINESTRING(77.464225 12.999869, 77.463165 12.998212)",20,10.7,No,0,0,0,Poor,Low,3.44,1.0,0.0,22.0,Safe,SEG-00916,SEG_000000916,75.1,18,17.6,Aligned,17.5,61.2,Side Impact Potential,Peri-Urban,1,False,Residential,Poor Infrastructure,Local Rd Zone2-915,1,0.0,,False,14.4
917,Local Rd Zone2-917,Local,Aligned,24,Aligned,0.5420636342791416,0.5420636342791416,0.45350243163166254,0.0044202688102546175,1.3665278941151597e-05,33,33,27.5,5.9,18.5,50,98.2,0,0.0,0.218,12.910361475520505,77.69892732920964,12.912318415104894,77.6987711534317,"LINESTRING(77.698927 12.910361, 77.698771 12.912318)",30,6.1,No,0,0,0,Poor,High,3.11,0.9,10.0,24.9,Safe,SEG-00917,SEG_000000917,68.1,33,21.8,Aligned,33.1,50.6,Side Impact Potential,Peri-Urban,1,False,Residential,Poor Infrastructure,Local Rd Zone2-917,0,0.0,,False,28.8
918,Local Rd Zone2-918,Local,Aligned,10,Aligned,0.9867464300947705,0.9867464300947705,0.01221025618626875,0.0010390980089841862,4.215709976624269e-06,20,20,30.0,0.0,20.3,50,81.9,0,0.0,0.17,12.841205160767808,77.61167620627377,12.842718915739432,77.61146055726282,"LINESTRING(77.611676 12.841205, 77.611461 12.842719)",30,5.0,No,0,0,0,Poor,Low,3.43,1.0,0.0,25.1,Moderate Risk,SEG-00918,SEG_000000918,68.0,20,20.0,Aligned,20.2,58.6,Side Impact Potential,Peri-Urban,2,False,Commercial,Poor Infrastructure,Local Rd Zone2-918,0,0.0,,False,17.9
919,Local Rd Zone2-919,Local,Aligned,11,Aligned,0.9668392835498308,0.9668392835498308,0.03177245222092812,0.001376099824233809,1.2164405007189633e-05,26,26,30.0,0.0,22.4,50,85.9,0,0.0,0.214,12.954121625610016,77.77457000518353,12.9521983944821,77.77451959992021,"LINESTRING(77.77457 12.954122, 77.77452 12.952198)",30,10.0,No,0,0,0,Poor,High,2.8,1.0,0.0,26.0,Moderate Risk,SEG-00919,SEG_000000919,67.6,26,20.7,Aligned,26.5,55.4,Side Impact Potential,Peri-Urban,2,False,Mixed,Poor Infrastructure,Local Rd Zone2-919,0,0.166,Light,False,20.6
920,Local Rd Zone2-920,Local,Aligned,11,Aligned,0.9754451905154522,0.9754451905154522,0.023916036757375667,0.0006322382629319108,6.534464240001018e-06,30,30,27.5,23.5,26.9,50,90.8,0,0.0,0.279,13.113551053855687,77.56788760846148,13.113411620624186,77.57046231942898,"LINESTRING(77.567888 13.113551, 77.570462 13.113412)",30,19.0,No,0,0,0,Poor,Medium,3.19,1.0,0.0,24.0,Safe,SEG-00920,SEG_000000920,73.2,30,19.2,Aligned,29.9,55.4,Side Impact Potential,Peri-Urban,1,False,Commercial,Poor Infrastructure,Local Rd Zone2-920,0,0.143,Light,False,23.9
921,Local Rd Zone2-921,Local,Aligned,10,Aligned,0.9857811746234572,0.9857811746234572,0.01409508517785762,0.00012210521834793574,1.634980337296716e-06,20,20,27.5,9.4,17.7,50,77.3,0,0.0,0.297,13.050508478523104,77.49084922163098,13.048451634013384,77.49259782054395,"LINESTRING(77.490849 13.050508, 77.492598 13.048452)",30,4.8,No,0,0,0,Poor,High,3.15,1.0,0.0,22.4,Safe,SEG-00921,SEG_000000921,71.1,20,17.9,Aligned,20.3,49.9,Side Impact Potential,Peri-Urban,1,False,Residential,Poor Infrastructure,Local Rd Zone2-921,0,0.21,Light,False,14.9
922,Local Rd Zone2-922,Local,Aligned,10,Aligned,0.9968431434343015,0.9968431434343015,0.0029528173885576955,0.00020152635957091926,2.512817570037102e-06,29,29,27.5,47.1,25.8,50,89.3,0,0.0,0.252,13.098964644411057,77.62044385644462,13.09719874188914,77.62190808144722,"LINESTRING(77.620444 13.098965, 77.621908 13.097199)",30,19.0,No,0,0,0,Poor,Low,3.56,1.0,0.0,19.6,Safe,SEG-00922,SEG_000000922,79.9,29,15.8,Aligned,29.1,51.5,Side Impact Potential,Peri-Urban,1,False,Industrial,Meets Safe System Standards,Local Rd Zone2-922,0,0.141,Light,False,22.9
923,Local Rd Zone2-923,Local,Moderate Misalignment,38,Moderate Misalignment,0.9117149723228178,0.08596994838603234,0.9117149723228178,0.002307055048295418,8.024242854347937e-06,39,39,27.5,0.0,21.5,50,98.3,0,0.0,0.258,12.958344616280836,77.75487166952189,12.956920204251368,77.75675078199532,"LINESTRING(77.754872 12.958345, 77.756751 12.95692)",30,11.6,No,0,0,0,Poor,Low,2.7,0.71,29.0,30.1,Moderate Risk,SEG-00923,SEG_000000923,62.3,39,29.5,Moderate Misalignment,38.8,50.0,Side Impact Potential,Peri-Urban,1,False,Commercial,Poor Infrastructure,Local Rd Zone2-923,0,0.0,,False,31.2
924,Local Rd Zone2-924,Local,Aligned,12,Aligned,0.9457365287952737,0.9457365287952737,0.053579934789768836,0.0006803819875045111,3.154427452954212e-06,40,40,30.0,10.6,19.0,50,93.1,0,0.0,0.285,13.052227666124107,77.4845787212384,13.04991792334721,77.48342768681592,"LINESTRING(77.484579 13.052228, 77.483428 13.049918)",30,4.6,No,0,0,0,Poor,High,2.54,0.66,34.0,28.0,Moderate Risk,SEG-00924,SEG_000000924,65.0,40,28.6,Moderate Misalignment,40.1,54.8,Side Impact Potential,Peri-Urban,2,False,Mixed,Poor Infrastructure,Local Rd Zone2-924,0,0.0,,False,34.6
925,Local Rd Zone2-925,Local,Moderate Misalignment,29,Moderate Misalignment,0.611874959662271,0.385180166237728,0.611874959662271,0.002917279119750243,2.7594980250806155e-05,37,37,30.0,11.8,25.3,50,99.5,0,0.0,0.263,12.86074639952142,77.59846098865671,12.862426952801858,77.60016268852424,"LINESTRING(77.598461 12.860746, 77.600163 12.862427)",30,14.4,No,0,0,0,Poor,Medium,3.02,0.76,24.0,28.9,Moderate Risk,SEG-00925,SEG_000000925,65.8,37,27.6,Moderate Misalignment,37.2,58.5,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-925,0,0.0,,False,30.4
926,Local Rd Zone2-926,Local,Aligned,16,Aligned,0.8034994978278132,0.8034994978278132,0.19413297580534652,0.0023570359202221784,1.0490446618191655e-05,22,22,30.0,0.0,20.8,50,94.1,0,0.0,0.257,13.124971965279384,77.52871987595249,13.123155984087692,77.52724541929327,"LINESTRING(77.52872 13.124972, 77.527245 13.123156)",20,7.6,No,0,0,0,Poor,Low,2.74,0.89,11.0,26.4,Moderate Risk,SEG-00926,SEG_000000926,66.6,22,22.3,Aligned,22.1,56.7,Side Impact Potential,Peri-Urban,2,False,Commercial,Poor Infrastructure,Local Rd Zone2-926,0,0.22,Light,False,16.1
927,Local Rd Zone2-927,Local,Aligned,18,Aligned,0.7570216425053014,0.7570216425053014,0.23052683253439915,0.011583809395624903,0.0008677155646745954,16,16,27.5,38.8,32.5,30,90.6,0,0.0,0.177,13.040694131302836,77.7108879426547,13.039113887024934,77.71069169849322,"LINESTRING(77.710888 13.040694, 77.710692 13.039114)",20,26.9,No,0,0,1,Good,Medium,2.88,1.0,0.0,23.8,Safe,SEG-00927,SEG_000000927,76.2,16,19.2,Aligned,16.1,59.3,Significant Pedestrian Interaction,Peri-Urban,1,False,Mixed,High Pedestrian Interaction,Local Rd Zone2-927,0,0.0,,False,13.8
928,Local Rd Zone2-928,Local,Aligned,10,Aligned,0.9927744649740483,0.9927744649740483,0.006536208988246767,0.000686796341048705,2.529696656087242e-06,28,28,27.5,0.0,18.7,50,86.0,0,0.0,0.166,13.069648996725686,77.54544038815291,13.06951204561006,77.54697080157874,"LINESTRING(77.54544 13.069649, 77.546971 13.069512)",30,5.6,No,0,0,0,Poor,Medium,3.24,1.0,0.0,24.4,Safe,SEG-00928,SEG_000000928,68.4,28,19.4,Aligned,27.8,52.7,Side Impact Potential,Peri-Urban,1,False,Industrial,Poor Infrastructure,Local Rd Zone2-928,0,0.201,Light,False,20.7
929,Local Rd Zone2-929,Local,Aligned,10,Aligned,0.99572873397256,0.99572873397256,0.004094963745768326,0.00017352666474269035,2.7756169290562502e-06,22,22,27.5,24.7,25.9,50,79.5,0,0.0,0.207,13.096742012370656,77.62145527881057,13.09640034212169,77.62333463988332,"LINESTRING(77.621455 13.096742, 77.623335 13.0964)",30,14.5,No,0,0,0,Good,Medium,2.97,1.0,0.0,23.4,Safe,SEG-00929,SEG_000000929,73.7,22,18.7,Aligned,22.4,61.1,Side Impact Potential,Peri-Urban,1,False,Residential,Poor Infrastructure,Local Rd Zone2-929,0,0.219,Light,False,16.4
930,Local Rd Zone2-930,Local,Aligned,17,Aligned,0.7720441613845148,0.7720441613845148,0.21214666922579656,0.014924464373610375,0.0008847050160782901,15,15,30.0,43.5,37.4,30,90.1,3,0.0,0.181,12.909268317868404,77.71463273365666,12.910641378391633,77.71552358918011,"LINESTRING(77.714633 12.909268, 77.715524 12.910641)",20,42.2,No,1,0,2,Poor,Low,2.66,1.0,0.0,25.5,Moderate Risk,SEG-00930,SEG_000000930,76.0,15,20.2,Aligned,15.3,51.5,Significant Pedestrian Interaction,Peri-Urban,2,False,Commercial,High Pedestrian Interaction,Local Rd Zone2-930,0,0.0,,False,13.4
931,Local Rd Zone2-931,Local,Aligned,12,Aligned,0.9491024384428983,0.9491024384428983,0.04981101844721042,0.001080750038345676,5.793071545452386e-06,17,17,30.0,0.0,17.4,50,92.2,0,0.0,0.198,13.133317814454443,77.51462326059664,13.131541977115775,77.5145749372103,"LINESTRING(77.514623 13.133318, 77.514575 13.131542)",20,3.6,No,0,0,0,Good,Low,2.01,1.0,0.0,23.8,Safe,SEG-00931,SEG_000000931,68.6,17,19.0,Aligned,17.4,52.1,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-931,0,0.0,,False,14.8
932,Local Rd Zone2-932,Local,Aligned,10,Aligned,0.9867147901216213,0.9867147901216213,0.012902295112324876,0.00037688634318282027,6.0284228710297065e-06,24,25,27.5,16.5,25.3,50,78.6,0,0.0,0.265,13.062728288318288,77.4556349571986,13.06461954755521,77.45413936077286,"LINESTRING(77.455635 13.062728, 77.454139 13.06462)",20,14.0,No,0,0,0,Poor,High,2.15,0.8,20.0,26.5,Moderate Risk,SEG-00932,SEG_000000932,69.1,25,23.7,Aligned,24.0,57.8,Side Impact Potential,Peri-Urban,1,False,Mixed,Active Congestion | Poor Infrastructure,Local Rd Zone2-932,0,0.782,Severe,False,5.7
933,Local Rd Zone2-933,Local,Moderate Misalignment,29,Moderate Misalignment,0.6272877471246642,0.3643557201058914,0.6272877471246642,0.008337627598744526,1.8905170699828658e-05,20,20,27.5,5.9,20.6,50,97.3,0,0.0,0.266,13.089269086232832,77.53707535311045,13.091253020860629,77.53844666150626,"LINESTRING(77.537075 13.089269, 77.538447 13.091253)",20,6.2,No,0,0,0,Good,Medium,3.27,1.0,0.0,24.2,Safe,SEG-00933,SEG_000000933,69.6,20,19.3,Aligned,19.8,57.4,Side Impact Potential,Peri-Urban,1,False,Commercial,Poor Infrastructure,Local Rd Zone2-933,0,0.0,,False,18.2
934,Local Rd Zone2-934,Local,Aligned,10,Aligned,0.9863779065533006,0.9863779065533006,0.013334828612948432,0.00028554165658889685,1.7231771622558328e-06,26,26,30.0,14.1,19.2,50,89.2,0,0.266,0.515,13.091253020860629,77.53844666150626,13.093356450924595,77.53923146916013,"LINESTRING(77.538447 13.091253, 77.539231 13.093356)",30,6.8,No,0,0,0,Good,High,2.83,1.0,0.0,22.3,Safe,SEG-00934,SEG_000000934,72.1,26,17.8,Aligned,25.9,52.2,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-933,1,0.0,,False,22.8
935,Local Rd Zone2-935,Local,Aligned,17,Aligned,0.7751341843173057,0.7751341843173057,0.22247891159259153,0.0023797170097951937,7.187080307591699e-06,23,23,27.5,24.7,21.8,50,99.4,0,0.0,0.165,13.02140009225544,77.4346645849744,13.020213157131057,77.43375114539553,"LINESTRING(77.434665 13.0214, 77.433751 13.020213)",20,12.0,No,0,0,0,Good,Medium,2.57,0.84,16.0,23.2,Safe,SEG-00935,SEG_000000935,72.6,23,20.5,Aligned,23.1,50.2,Side Impact Potential,Peri-Urban,1,False,Commercial,Poor Infrastructure,Local Rd Zone2-935,0,0.0,,False,19.6
936,Local Rd Zone2-936,Local,Aligned,13,Aligned,0.887454401709837,0.887454401709837,0.11081653563324231,0.001710426604417225,1.8636052503344204e-05,31,31,30.0,0.0,23.6,50,90.9,0,0.165,0.377,13.020213157131057,77.43375114539553,13.018544381768324,77.43279546649974,"LINESTRING(77.433751 13.020213, 77.432795 13.018544)",30,10.1,No,0,0,0,Good,Low,3.06,0.98,2.0,26.8,Moderate Risk,SEG-00936,SEG_000000936,66.9,31,21.8,Aligned,30.7,60.9,Side Impact Potential,Peri-Urban,2,False,Mixed,Poor Infrastructure,Local Rd Zone2-935,1,0.152,Light,False,23.9
937,Local Rd Zone2-937,Local,Aligned,17,Aligned,0.7700317153878538,0.7700317153878538,0.22644689575166038,0.002976136087419474,0.0005452527730663552,27,27,30.0,23.5,29.2,50,88.0,0,0.0,0.282,12.95819859568023,77.73803112361975,12.95621415834317,77.73965765918992,"LINESTRING(77.738031 12.958199, 77.739658 12.956214)",30,19.4,No,0,0,1,Poor,Low,3.08,1.0,0.0,25.0,Moderate Risk,SEG-00937,SEG_000000937,72.7,27,20.0,Aligned,26.9,60.7,Side Impact Potential,Peri-Urban,2,False,Mixed,Poor Infrastructure,Local Rd Zone2-937,0,0.0,,False,22.0
938,Local Rd Zone2-938,Local,Aligned,10,Aligned,0.9846882286288648,0.9846882286288648,0.014785678683777299,0.0005173743927959424,8.718294561973727e-06,22,22,27.5,7.1,22.2,50,80.6,0,0.0,0.213,12.817406780310824,77.67401055516733,12.816507015914953,77.67574629159157,"LINESTRING(77.674011 12.817407, 77.675746 12.816507)",30,8.1,No,0,0,0,Poor,Medium,2.81,1.0,0.0,24.7,Safe,SEG-00938,SEG_000000938,69.6,22,19.7,Aligned,21.6,58.7,Side Impact Potential,Peri-Urban,1,False,Commercial,Poor Infrastructure,Local Rd Zone2-938,0,0.142,Light,False,17.1
939,Local Rd Zone2-939,Local,Moderate Misalignment,35,Moderate Misalignment,0.84124900914497,0.1560205840575624,0.84124900914497,0.002708534552590068,2.1872244877511447e-05,36,36,30.0,16.5,25.6,50,99.0,0,0.0,0.212,13.055111974346882,77.71540703869186,13.053970643196443,77.71697864830656,"LINESTRING(77.715407 13.055112, 77.716979 13.053971)",30,16.4,No,0,0,0,Good,High,3.18,0.79,21.0,27.8,Moderate Risk,SEG-00939,SEG_000000939,67.6,36,26.2,Moderate Misalignment,36.3,57.9,Side Impact Potential,Peri-Urban,2,False,Industrial,Poor Infrastructure,Local Rd Zone2-939,0,0.0,,False,29.4
940,Local Rd Zone2-940,Local,Aligned,19,Aligned,0.7267546268921993,0.7267546268921993,0.26161533189827774,0.010959941189701013,0.0006701000198219108,16,16,30.0,21.2,34.6,30,88.1,0,0.0,0.276,13.095933778280983,77.57007113241252,13.096471404356278,77.56758253805619,"LINESTRING(77.570071 13.095934, 77.567583 13.096471)",20,30.0,No,0,0,1,Poor,High,3.67,1.0,0.0,27.6,Moderate Risk,SEG-00940,SEG_000000940,70.9,16,22.2,Aligned,16.1,59.3,Significant Pedestrian Interaction,Peri-Urban,2,False,Mixed,High Pedestrian Interaction | Poor Infrastructure,Local Rd Zone2-940,0,0.2,Light,False,12.1
941,Local Rd Zone2-941,Local,Moderate Misalignment,35,Moderate Misalignment,0.8154791831858531,0.18111874378569867,0.8154791831858531,0.0033778647878739522,2.4208240574235327e-05,36,36,30.0,9.4,24.3,50,97.1,0,0.276,0.505,13.096471404356278,77.56758253805619,13.096478474011896,77.56546574886835,"LINESTRING(77.567583 13.096471, 77.565466 13.096478)",30,11.4,No,0,0,0,Good,Low,2.56,0.79,21.0,28.5,Moderate Risk,SEG-00941,SEG_000000941,65.9,36,26.7,Moderate Misalignment,36.3,61.1,Side Impact Potential,Peri-Urban,2,False,Industrial,Poor Infrastructure,Local Rd Zone2-940,1,0.162,Light,False,28.1
942,Local Rd Zone2-942,Local,Moderate Misalignment,31,Moderate Misalignment,0.7020201273217833,0.29160869939005024,0.7020201273217833,0.006319719546561478,5.145374160487931e-05,38,38,27.5,7.1,22.5,50,95.8,0,0.0,0.168,12.82734195465468,77.50810055670561,12.827214757142944,77.509641510205,"LINESTRING(77.508101 12.827342, 77.509642 12.827215)",30,7.6,No,0,0,0,Good,Low,2.45,0.75,25.0,28.8,Moderate Risk,SEG-00942,SEG_000000942,64.8,38,27.7,Moderate Misalignment,37.6,61.0,Side Impact Potential,Peri-Urban,1,False,Commercial,Poor Infrastructure,Local Rd Zone2-942,0,0.0,,False,32.8
943,Local Rd Zone2-943,Local,Aligned,15,Aligned,0.8460151345877392,0.8460151345877392,0.1518780425220807,0.0020997354737517728,7.087416428290946e-06,21,21,30.0,20.0,20.1,50,96.5,0,0.168,0.427,12.827214757142944,77.509641510205,12.826929823972383,77.51201016527574,"LINESTRING(77.509642 12.827215, 77.51201 12.82693)",20,6.7,No,0,0,0,Poor,Low,3.04,0.94,6.0,22.4,Safe,SEG-00943,SEG_000000943,72.8,21,18.7,Aligned,21.3,54.8,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-942,1,0.0,,False,17.7
944,Local Rd Zone2-944,Local,Aligned,24,Aligned,0.5575074550345591,0.5575074550345591,0.42963179947040864,0.012833099985263222,2.7645509768934632e-05,22,22,27.5,30.6,35.8,30,78.8,0,0.0,0.189,13.03243227374573,77.45255589068485,13.033982225413084,77.45327437565342,"LINESTRING(77.452556 13.032432, 77.453274 13.033982)",30,34.2,No,0,0,1,Poor,High,2.74,1.0,0.0,26.6,Moderate Risk,SEG-00944,SEG_000000944,73.3,22,21.4,Aligned,21.6,54.8,Significant Pedestrian Interaction,Peri-Urban,1,False,Residential,High Pedestrian Interaction | Poor Infrastructure,Local Rd Zone2-944,0,0.212,Light,False,15.9
945,Local Rd Zone2-945,Local,Aligned,12,Aligned,0.9452325061220379,0.9452325061220379,0.05347853023648696,0.0012827386060816214,6.225035393577468e-06,18,18,30.0,0.0,19.4,50,92.1,0,0.0,0.199,13.079254853467528,77.54847496127925,13.08066593526318,77.54734779086608,"LINESTRING(77.548475 13.079255, 77.547348 13.080666)",20,2.6,No,0,0,0,Good,Medium,3.82,1.0,0.0,24.7,Safe,SEG-00945,SEG_000000945,68.2,18,19.7,Aligned,17.8,59.9,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-945,0,0.0,,False,14.7
946,Local Rd Zone2-946,Local,Aligned,12,Aligned,0.9288555223618109,0.9288555223618109,0.06578464127274262,0.005319553641392144,4.0282724054326666e-05,22,22,30.0,14.1,27.5,50,83.9,0,0.0,0.301,12.822004271148174,77.65243588232447,12.82350505270579,77.65474207423219,"LINESTRING(77.652436 12.822004, 77.654742 12.823505)",30,17.0,No,0,0,1,Poor,Medium,2.33,1.0,0.0,25.8,Moderate Risk,SEG-00946,SEG_000000946,70.5,22,20.6,Aligned,22.3,61.4,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-946,0,0.0,,False,19.3
947,Local Rd Zone2-947,Local,Aligned,10,Aligned,0.9950746945860944,0.9950746945860944,0.00457056523570384,0.0003522731099518529,2.4670682499663197e-06,22,22,27.5,21.2,22.4,50,81.7,0,0.0,0.167,12.801654027026592,77.61399106996727,12.802983844864372,77.61326696589002,"LINESTRING(77.613991 12.801654, 77.613267 12.802984)",30,14.9,No,0,0,0,Poor,High,2.08,1.0,0.0,22.4,Safe,SEG-00947,SEG_000000947,73.5,22,17.9,Aligned,22.5,48.4,Side Impact Potential,Peri-Urban,1,False,Mixed,Poor Infrastructure,Local Rd Zone2-947,0,0.14,Light,False,17.8
948,Local Rd Zone2-948,Local,Moderate Misalignment,29,Moderate Misalignment,0.6279201404455674,0.3662359605331155,0.6279201404455674,0.0058290307126398905,1.4868308677102256e-05,33,33,30.0,14.1,21.8,50,99.8,0,0.0,0.213,12.901832257454512,77.76085484781171,12.900657751636963,77.76240534314553,"LINESTRING(77.760855 12.901832, 77.762405 12.900658)",30,12.8,No,0,0,0,Good,Medium,2.83,0.9,10.0,24.9,Safe,SEG-00948,SEG_000000948,69.7,33,21.8,Aligned,33.0,48.4,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-948,0,0.0,,False,30.1
949,Local Rd Zone2-949,Local,Aligned,12,Aligned,0.932367876532026,0.932367876532026,0.06658908001399064,0.0010305667900330849,1.2476663950015686e-05,18,18,27.5,10.6,25.1,50,92.8,0,0.0,0.156,12.968007921260677,77.7719441217171,12.967618604195636,77.77056015501313,"LINESTRING(77.771944 12.968008, 77.77056 12.967619)",20,12.6,No,0,0,0,Good,Medium,2.41,1.0,0.0,25.4,Moderate Risk,SEG-00949,SEG_000000949,69.9,18,20.3,Aligned,17.8,61.6,Side Impact Potential,Peri-Urban,1,False,Residential,Poor Infrastructure,Local Rd Zone2-949,0,0.0,,False,15.2
950,Local Rd Zone2-950,Local,Aligned,11,Aligned,0.9729791454368518,0.9729791454368518,0.02614663608296842,0.0008700872950726628,4.13118510699221e-06,18,18,30.0,7.1,18.4,50,92.5,0,0.0,0.263,12.897417253039922,77.48188648045152,12.899379657389623,77.48323702345633,"LINESTRING(77.481886 12.897417, 77.483237 12.89938)",20,4.0,No,0,0,0,Poor,High,3.04,1.0,0.0,23.1,Safe,SEG-00950,SEG_000000950,70.4,18,18.4,Aligned,18.1,53.9,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-950,0,0.0,,False,15.0
951,Local Rd Zone2-951,Local,Aligned,14,Aligned,0.8598829316116506,0.8598829316116506,0.13874758624271893,0.0013564120208723462,1.3070124758138221e-05,20,20,30.0,21.2,27.6,50,95.5,0,0.263,0.434,12.899379657389623,77.48323702345633,12.900431302054288,77.484385544324,"LINESTRING(77.483237 12.89938, 77.484386 12.900431)",20,16.6,No,0,0,0,Poor,Medium,3.59,1.0,0.0,24.6,Safe,SEG-00951,SEG_000000951,72.4,20,19.7,Aligned,19.5,60.9,Side Impact Potential,Peri-Urban,2,False,Industrial,Poor Infrastructure,Local Rd Zone2-950,1,0.0,,False,17.0
952,Local Rd Zone2-952,Local,Moderate Misalignment,35,Moderate Misalignment,0.8234999116209166,0.17257293429436235,0.8234999116209166,0.003897637790783079,2.9516293937911734e-05,21,21,30.0,0.0,22.1,50,98.9,0,0.0,0.206,12.84060072692349,77.56261856772106,12.840063820436097,77.56443512803673,"LINESTRING(77.562619 12.840601, 77.564435 12.840064)",20,8.5,No,0,0,0,Poor,High,2.67,0.96,4.0,26.3,Moderate Risk,SEG-00952,SEG_000000952,67.1,21,21.5,Aligned,20.9,58.8,Side Impact Potential,Peri-Urban,2,False,Industrial,Poor Infrastructure,Local Rd Zone2-952,0,0.0,,False,19.3
953,Local Rd Zone2-953,Local,Aligned,11,Aligned,0.9824324097539803,0.9824324097539803,0.01706339289084654,0.0005005035871660647,3.6937680072031073e-06,29,29,30.0,0.0,21.3,50,78.1,0,0.0,0.209,13.01606401020966,77.72640733837001,13.015923923837,77.72832697019004,"LINESTRING(77.726407 13.016064, 77.728327 13.015924)",40,5.8,No,0,0,0,Good,Low,3.55,1.0,0.0,25.5,Moderate Risk,SEG-00953,SEG_000000953,67.8,29,20.3,Aligned,29.1,61.1,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-953,0,0.0,,False,25.4
954,Local Rd Zone2-954,Local,Aligned,10,Aligned,0.9847227799718946,0.9847227799718946,0.015069223254990417,0.00020694865245287234,1.0481206620896239e-06,30,30,30.0,0.0,15.8,50,94.1,0,0.0,0.295,12.99167114490204,77.44559029004378,12.98974723913636,77.44747087306713,"LINESTRING(77.44559 12.991671, 77.447471 12.989747)",30,1.2,No,0,0,0,Poor,Medium,2.73,1.0,0.0,23.2,Safe,SEG-00954,SEG_000000954,69.0,30,18.4,Aligned,29.7,50.6,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-954,0,0.0,,False,26.1
955,Local Rd Zone2-955,Local,Aligned,18,Aligned,0.7438771945176607,0.7438771945176607,0.24523373934234433,0.010367480110196638,0.0005215860297982663,25,25,27.5,56.5,36.5,30,88.4,0,0.0,0.255,13.018662261984757,77.42304079383419,13.020802854648034,77.42389011591901,"LINESTRING(77.423041 13.018662, 77.42389 13.020803)",30,37.9,No,0,0,2,Poor,Low,2.23,1.0,0.0,22.6,Safe,SEG-00955,SEG_000000955,80.4,25,18.2,Aligned,25.0,57.3,Significant Pedestrian Interaction,Peri-Urban,1,False,Mixed,High Pedestrian Interaction,Local Rd Zone2-955,0,0.0,,False,22.3
956,Local Rd Zone2-956,Local,Moderate Misalignment,30,Moderate Misalignment,0.6573610264662795,0.34130014973729633,0.6573610264662795,0.0013321636512690091,6.66014515505953e-06,25,25,30.0,5.9,17.7,50,94.5,0,0.0,0.263,13.089430217217394,77.67433765701932,13.087240686847132,77.67341508191741,"LINESTRING(77.674338 13.08943, 77.673415 13.087241)",20,5.0,No,0,0,0,Good,Low,2.61,0.76,24.0,25.5,Moderate Risk,SEG-00956,SEG_000000956,67.2,25,23.3,Aligned,24.8,49.8,Side Impact Potential,Peri-Urban,2,False,Residential,Poor Infrastructure,Local Rd Zone2-956,0,0.0,,False,23.7
